validate,cvss2_vector,0,code,hc,bow,-
validate,cvss2_accessvect,0,code,hc,bow,-
validate,cvss2_accesscomp,0,code,hc,bow,-
validate,cvss2_auth,0,code,hc,bow,-
validate,cvss2_conf,0,code,hc,bow,-
validate,cvss2_integrity,0,code,hc,bow,-
validate,cvss2_avail,0,code,hc,bow,-
validate,cvss2_severity,0,code,hc,bow,-
validate,cvss2_vector,0,code,hc,w2v,-
validate,cvss2_accessvect,0,code,hc,w2v,-
validate,cvss2_accesscomp,0,code,hc,w2v,-
validate,cvss2_auth,0,code,hc,w2v,-
validate,cvss2_conf,0,code,hc,w2v,-
validate,cvss2_integrity,0,code,hc,w2v,-
validate,cvss2_avail,0,code,hc,w2v,-
validate,cvss2_severity,0,code,hc,w2v,-
validate,cvss2_vector,0,manual,-,-,-
validate,cvss2_accessvect,0,manual,-,-,-
validate,cvss2_accesscomp,0,manual,-,-,-
validate,cvss2_auth,0,manual,-,-,-
validate,cvss2_conf,0,manual,-,-,-
validate,cvss2_integrity,0,manual,-,-,-
validate,cvss2_avail,0,manual,-,-,-
validate,cvss2_severity,0,manual,-,-,-
validate,cvss2_vector,1,code,hc,bow,-
validate,cvss2_accessvect,1,code,hc,bow,-
validate,cvss2_accesscomp,1,code,hc,bow,-
validate,cvss2_auth,1,code,hc,bow,-
validate,cvss2_conf,1,code,hc,bow,-
validate,cvss2_integrity,1,code,hc,bow,-
validate,cvss2_avail,1,code,hc,bow,-
validate,cvss2_severity,1,code,hc,bow,-
validate,cvss2_vector,1,code,hc,w2v,-
validate,cvss2_accessvect,1,code,hc,w2v,-
validate,cvss2_accesscomp,1,code,hc,w2v,-
validate,cvss2_auth,1,code,hc,w2v,-
validate,cvss2_conf,1,code,hc,w2v,-
validate,cvss2_integrity,1,code,hc,w2v,-
validate,cvss2_avail,1,code,hc,w2v,-
validate,cvss2_severity,1,code,hc,w2v,-
validate,cvss2_vector,1,manual,-,-,-
validate,cvss2_accessvect,1,manual,-,-,-
validate,cvss2_accesscomp,1,manual,-,-,-
validate,cvss2_auth,1,manual,-,-,-
validate,cvss2_conf,1,manual,-,-,-
validate,cvss2_integrity,1,manual,-,-,-
validate,cvss2_avail,1,manual,-,-,-
validate,cvss2_severity,1,manual,-,-,-
validate,cvss2_vector,2,code,hc,bow,-
validate,cvss2_accessvect,2,code,hc,bow,-
validate,cvss2_accesscomp,2,code,hc,bow,-
validate,cvss2_auth,2,code,hc,bow,-
validate,cvss2_conf,2,code,hc,bow,-
validate,cvss2_integrity,2,code,hc,bow,-
validate,cvss2_avail,2,code,hc,bow,-
validate,cvss2_severity,2,code,hc,bow,-
validate,cvss2_vector,2,code,hc,w2v,-
validate,cvss2_accessvect,2,code,hc,w2v,-
validate,cvss2_accesscomp,2,code,hc,w2v,-
validate,cvss2_auth,2,code,hc,w2v,-
validate,cvss2_conf,2,code,hc,w2v,-
validate,cvss2_integrity,2,code,hc,w2v,-
validate,cvss2_avail,2,code,hc,w2v,-
validate,cvss2_severity,2,code,hc,w2v,-
validate,cvss2_vector,2,manual,-,-,-
validate,cvss2_accessvect,2,manual,-,-,-
validate,cvss2_accesscomp,2,manual,-,-,-
validate,cvss2_auth,2,manual,-,-,-
validate,cvss2_conf,2,manual,-,-,-
validate,cvss2_integrity,2,manual,-,-,-
validate,cvss2_avail,2,manual,-,-,-
validate,cvss2_severity,2,manual,-,-,-
validate,cvss2_vector,3,code,hc,bow,-
validate,cvss2_accessvect,3,code,hc,bow,-
validate,cvss2_accesscomp,3,code,hc,bow,-
validate,cvss2_auth,3,code,hc,bow,-
validate,cvss2_conf,3,code,hc,bow,-
validate,cvss2_integrity,3,code,hc,bow,-
validate,cvss2_avail,3,code,hc,bow,-
validate,cvss2_severity,3,code,hc,bow,-
validate,cvss2_vector,3,code,hc,w2v,-
validate,cvss2_accessvect,3,code,hc,w2v,-
validate,cvss2_accesscomp,3,code,hc,w2v,-
validate,cvss2_auth,3,code,hc,w2v,-
validate,cvss2_conf,3,code,hc,w2v,-
validate,cvss2_integrity,3,code,hc,w2v,-
validate,cvss2_avail,3,code,hc,w2v,-
validate,cvss2_severity,3,code,hc,w2v,-
validate,cvss2_vector,3,manual,-,-,-
validate,cvss2_accessvect,3,manual,-,-,-
validate,cvss2_accesscomp,3,manual,-,-,-
validate,cvss2_auth,3,manual,-,-,-
validate,cvss2_conf,3,manual,-,-,-
validate,cvss2_integrity,3,manual,-,-,-
validate,cvss2_avail,3,manual,-,-,-
validate,cvss2_severity,3,manual,-,-,-
validate,cvss2_vector,4,code,hc,bow,-
validate,cvss2_accessvect,4,code,hc,bow,-
validate,cvss2_accesscomp,4,code,hc,bow,-
validate,cvss2_auth,4,code,hc,bow,-
validate,cvss2_conf,4,code,hc,bow,-
validate,cvss2_integrity,4,code,hc,bow,-
validate,cvss2_avail,4,code,hc,bow,-
validate,cvss2_severity,4,code,hc,bow,-
validate,cvss2_vector,4,code,hc,w2v,-
validate,cvss2_accessvect,4,code,hc,w2v,-
validate,cvss2_accesscomp,4,code,hc,w2v,-
validate,cvss2_auth,4,code,hc,w2v,-
validate,cvss2_conf,4,code,hc,w2v,-
validate,cvss2_integrity,4,code,hc,w2v,-
validate,cvss2_avail,4,code,hc,w2v,-
validate,cvss2_severity,4,code,hc,w2v,-
validate,cvss2_vector,4,manual,-,-,-
validate,cvss2_accessvect,4,manual,-,-,-
validate,cvss2_accesscomp,4,manual,-,-,-
validate,cvss2_auth,4,manual,-,-,-
validate,cvss2_conf,4,manual,-,-,-
validate,cvss2_integrity,4,manual,-,-,-
validate,cvss2_avail,4,manual,-,-,-
validate,cvss2_severity,4,manual,-,-,-
validate,cvss2_vector,5,code,hc,bow,-
validate,cvss2_accessvect,5,code,hc,bow,-
validate,cvss2_accesscomp,5,code,hc,bow,-
validate,cvss2_auth,5,code,hc,bow,-
validate,cvss2_conf,5,code,hc,bow,-
validate,cvss2_integrity,5,code,hc,bow,-
validate,cvss2_avail,5,code,hc,bow,-
validate,cvss2_severity,5,code,hc,bow,-
validate,cvss2_vector,5,code,hc,w2v,-
validate,cvss2_accessvect,5,code,hc,w2v,-
validate,cvss2_accesscomp,5,code,hc,w2v,-
validate,cvss2_auth,5,code,hc,w2v,-
validate,cvss2_conf,5,code,hc,w2v,-
validate,cvss2_integrity,5,code,hc,w2v,-
validate,cvss2_avail,5,code,hc,w2v,-
validate,cvss2_severity,5,code,hc,w2v,-
validate,cvss2_vector,5,manual,-,-,-
validate,cvss2_accessvect,5,manual,-,-,-
validate,cvss2_accesscomp,5,manual,-,-,-
validate,cvss2_auth,5,manual,-,-,-
validate,cvss2_conf,5,manual,-,-,-
validate,cvss2_integrity,5,manual,-,-,-
validate,cvss2_avail,5,manual,-,-,-
validate,cvss2_severity,5,manual,-,-,-
validate,cvss2_vector,6,code,hc,bow,-
validate,cvss2_accessvect,6,code,hc,bow,-
validate,cvss2_accesscomp,6,code,hc,bow,-
validate,cvss2_auth,6,code,hc,bow,-
validate,cvss2_conf,6,code,hc,bow,-
validate,cvss2_integrity,6,code,hc,bow,-
validate,cvss2_avail,6,code,hc,bow,-
validate,cvss2_severity,6,code,hc,bow,-
validate,cvss2_vector,6,code,hc,w2v,-
validate,cvss2_accessvect,6,code,hc,w2v,-
validate,cvss2_accesscomp,6,code,hc,w2v,-
validate,cvss2_auth,6,code,hc,w2v,-
validate,cvss2_conf,6,code,hc,w2v,-
validate,cvss2_integrity,6,code,hc,w2v,-
validate,cvss2_avail,6,code,hc,w2v,-
validate,cvss2_severity,6,code,hc,w2v,-
validate,cvss2_vector,6,manual,-,-,-
validate,cvss2_accessvect,6,manual,-,-,-
validate,cvss2_accesscomp,6,manual,-,-,-
validate,cvss2_auth,6,manual,-,-,-
validate,cvss2_conf,6,manual,-,-,-
validate,cvss2_integrity,6,manual,-,-,-
validate,cvss2_avail,6,manual,-,-,-
validate,cvss2_severity,6,manual,-,-,-
validate,cvss2_vector,7,code,hc,bow,-
validate,cvss2_accessvect,7,code,hc,bow,-
validate,cvss2_accesscomp,7,code,hc,bow,-
validate,cvss2_auth,7,code,hc,bow,-
validate,cvss2_conf,7,code,hc,bow,-
validate,cvss2_integrity,7,code,hc,bow,-
validate,cvss2_avail,7,code,hc,bow,-
validate,cvss2_severity,7,code,hc,bow,-
validate,cvss2_vector,7,code,hc,w2v,-
validate,cvss2_accessvect,7,code,hc,w2v,-
validate,cvss2_accesscomp,7,code,hc,w2v,-
validate,cvss2_auth,7,code,hc,w2v,-
validate,cvss2_conf,7,code,hc,w2v,-
validate,cvss2_integrity,7,code,hc,w2v,-
validate,cvss2_avail,7,code,hc,w2v,-
validate,cvss2_severity,7,code,hc,w2v,-
validate,cvss2_vector,7,manual,-,-,-
validate,cvss2_accessvect,7,manual,-,-,-
validate,cvss2_accesscomp,7,manual,-,-,-
validate,cvss2_auth,7,manual,-,-,-
validate,cvss2_conf,7,manual,-,-,-
validate,cvss2_integrity,7,manual,-,-,-
validate,cvss2_avail,7,manual,-,-,-
validate,cvss2_severity,7,manual,-,-,-
validate,cvss2_vector,8,code,hc,bow,-
validate,cvss2_accessvect,8,code,hc,bow,-
validate,cvss2_accesscomp,8,code,hc,bow,-
validate,cvss2_auth,8,code,hc,bow,-
validate,cvss2_conf,8,code,hc,bow,-
validate,cvss2_integrity,8,code,hc,bow,-
validate,cvss2_avail,8,code,hc,bow,-
validate,cvss2_severity,8,code,hc,bow,-
validate,cvss2_vector,8,code,hc,w2v,-
validate,cvss2_accessvect,8,code,hc,w2v,-
validate,cvss2_accesscomp,8,code,hc,w2v,-
validate,cvss2_auth,8,code,hc,w2v,-
validate,cvss2_conf,8,code,hc,w2v,-
validate,cvss2_integrity,8,code,hc,w2v,-
validate,cvss2_avail,8,code,hc,w2v,-
validate,cvss2_severity,8,code,hc,w2v,-
validate,cvss2_vector,8,manual,-,-,-
validate,cvss2_accessvect,8,manual,-,-,-
validate,cvss2_accesscomp,8,manual,-,-,-
validate,cvss2_auth,8,manual,-,-,-
validate,cvss2_conf,8,manual,-,-,-
validate,cvss2_integrity,8,manual,-,-,-
validate,cvss2_avail,8,manual,-,-,-
validate,cvss2_severity,8,manual,-,-,-
validate,cvss2_vector,9,code,hc,bow,-
validate,cvss2_accessvect,9,code,hc,bow,-
validate,cvss2_accesscomp,9,code,hc,bow,-
validate,cvss2_auth,9,code,hc,bow,-
validate,cvss2_conf,9,code,hc,bow,-
validate,cvss2_integrity,9,code,hc,bow,-
validate,cvss2_avail,9,code,hc,bow,-
validate,cvss2_severity,9,code,hc,bow,-
validate,cvss2_vector,9,code,hc,w2v,-
validate,cvss2_accessvect,9,code,hc,w2v,-
validate,cvss2_accesscomp,9,code,hc,w2v,-
validate,cvss2_auth,9,code,hc,w2v,-
validate,cvss2_conf,9,code,hc,w2v,-
validate,cvss2_integrity,9,code,hc,w2v,-
validate,cvss2_avail,9,code,hc,w2v,-
validate,cvss2_severity,9,code,hc,w2v,-
validate,cvss2_vector,9,manual,-,-,-
validate,cvss2_accessvect,9,manual,-,-,-
validate,cvss2_accesscomp,9,manual,-,-,-
validate,cvss2_auth,9,manual,-,-,-
validate,cvss2_conf,9,manual,-,-,-
validate,cvss2_integrity,9,manual,-,-,-
validate,cvss2_avail,9,manual,-,-,-
validate,cvss2_severity,9,manual,-,-,-
